"","Source_Name","ASSOC_FGL","Signif","PL_Flux_Density","LP_Flux_Density","PLEC_Flux_Density","RA","DEC","GLON","GLAT","ASSOC1","CLASS1","ASSOC2","CLASS2","Flags","FGL3_Source_name","BLR_P_PLEC","BLR_Pred_PLEC","BLR_P_LP","BLR_Pred_LP","RF_P_LP","RF_Pred_LP","PSR_Out","AGN_Out","XGB_P_PLEC","XGB_Pred_PLEC","XGB_P_LP","XGB_Pred_LP","ANN_Pred_LP","ANN_P_LP.1","ANN_P_LP.2","ANN_Pred_PLEC","ANN_P_PLEC.1","ANN_P_PLEC.2"
"311","0138.0+2247","                  ", 12.769,"3.52e-14","3.66e-14","3.68e-14"," 24.506"," 22.7962","136.752","-3.9e+01","GB6 J0138+2248              ","bll","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.000,"AGN",  9731.786,  -0.986,0.0004176212,"AGN",0.176779166,"AGN","AGN",1.000000e+00,6.874490e-09,"AGN",1.000000e+00,1.220020e-09
"312","0138.5-4613","3FGL J0138.5-4612 ", 11.511,"1.35e-13","1.37e-13","1.38e-13"," 24.643","-46.2173","279.982","-6.9e+01","PMN J0138-4614              ","bcu","                              ","",   0,"0138.5-4612",0.010,"AGN",0.005,"AGN",0.012,"AGN", 11857.727,   0.271,0.0005076879,"AGN",0.996121109,"PSR","AGN",9.999934e-01,6.613092e-06,"AGN",9.999566e-01,4.336632e-05
"313","0139.0+2601","                  ",  5.625,"5.57e-14","5.32e-14","5.65e-14"," 24.758"," 26.0298","136.106","-3.6e+01","WISE J013859.14+260015.7    ","bll","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.008,"AGN",  6839.001,  -0.732,0.0004336828,"AGN",0.035782825,"AGN","AGN",9.999998e-01,2.006187e-07,"AGN",1.000000e+00,2.992000e-10
"314","0139.5-2228","                  ", 10.467,"1.04e-13","1.62e-13","1.56e-13"," 24.897","-22.4777","192.494","-7.8e+01","                            ","","                              ","",   0,"",0.045,"AGN",0.065,"AGN",0.508,"AGN",   117.114, 467.464,0.5564761758,"AGN",0.948465049,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",7.208174e-01,2.791826e-01
"315","0140.3+7054","                  ",  6.916,"7.52e-15","9.49e-15","9.11e-15"," 25.083"," 70.9042","126.947"," 8.4e+00","                            ","","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.000,"AGN",  3188.895,  -0.487,0.0009238168,"AGN",0.979305327,"PSR","AGN",9.969747e-01,3.025262e-03,"AGN",9.990049e-01,9.950821e-04
"316","0140.5-4730","                  ",  5.299,"1.53e-12","1.29e-12","1.50e-12"," 25.136","-47.5047","280.916","-6.7e+01","                            ","","                              ","",   4,"",0.002,"AGN",0.005,"AGN",0.028,"AGN",  1396.269,   3.110,0.0006712298,"AGN",0.208607078,"AGN","AGN",9.030457e-01,9.695438e-02,"AGN",9.999017e-01,9.836281e-05
"317","0140.6-0758","                  ",  6.932,"1.12e-14","1.41e-14","1.36e-14"," 25.163"," -7.9745","156.522","-6.8e+01","RX J0140.7-0758             ","bll","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.000,"AGN",  5463.981,  -0.490,0.0008398856,"AGN",0.868285239,"PSR","AGN",9.995595e-01,4.405109e-04,"AGN",9.999266e-01,7.337572e-05
"318","0140.6+8736","3FGL J0139.9+8735 ",  7.158,"4.02e-14","5.16e-14","4.83e-14"," 25.169"," 87.6062","123.494"," 2.5e+01","WN B0126.6+8722             ","bcu","                              ","",   0,"0139.9+8735",0.000,"AGN",0.001,"AGN",0.000,"AGN",  9358.035,  -0.590,0.0005703383,"AGN",0.328926951,"AGN","AGN",9.993135e-01,6.864864e-04,"AGN",9.999661e-01,3.390403e-05
"319","0141.4-0928","3FGL J0141.4-0929 ", 44.514,"2.04e-12","2.09e-12","2.07e-12"," 25.363"," -9.4825","159.066","-6.9e+01","PKS 0139-09                 ","bll","                              ","",   0,"0141.4-0929",0.001,"AGN",0.000,"AGN",0.000,"AGN",  5287.360,  -0.638,0.0012231475,"AGN",0.028185347,"AGN","AGN",9.724161e-01,2.758385e-02,"AGN",9.979799e-01,2.020071e-03
"320","0142.5+6650","                  ",  5.072,"3.60e-13","6.30e-13","6.41e-13"," 25.628"," 66.8341","127.935"," 4.5e+00","                            ","","                              ","",   9,"",0.313,"PSR",0.526,"PSR",0.232,"AGN",   273.415, 106.829,0.2850804031,"AGN",0.950568795,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"321","0142.7-0543","                  ",  6.635,"7.39e-14","8.46e-14","8.49e-14"," 25.675"," -5.7332","154.911","-6.5e+01","PKS 0140-059                ","bll","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  5242.335,  -0.382,0.0008244644,"AGN",0.828624964,"PSR","AGN",9.999866e-01,1.333581e-05,"AGN",9.999995e-01,4.297487e-07
"322","0143.1-3622","                  ",  8.388,"1.27e-12","1.35e-12","1.33e-12"," 25.786","-36.3674","256.252","-7.6e+01","PMN J0143-3623              ","bcu","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1864.220,  -0.206,0.0006031914,"AGN",0.263248324,"AGN","AGN",9.999973e-01,2.761346e-06,"AGN",9.999999e-01,6.612522e-08
"323","0143.5-3156","                  ",  4.303,"1.38e-13","1.03e-13","1.30e-13"," 25.898","-31.9467","239.078","-7.8e+01","PKS 0140-322                ","bcu","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.030,"AGN",  4698.198,   0.507,0.0007349611,"AGN",0.381002754,"AGN","AGN",9.863520e-01,1.364800e-02,"AGN",9.994360e-01,5.640297e-04
"324","0143.7-5846","3FGL J0143.7-5845 ", 38.194,"1.77e-13","1.93e-13","1.90e-13"," 25.948","-58.7718","290.459","-5.7e+01","SUMSS J014347-584550        ","bll","                              ","",   0,"0143.7-5845",0.001,"AGN",0.000,"AGN",0.000,"AGN", 10058.362,  -0.614,0.0006298418,"AGN",0.308364481,"AGN","AGN",9.999766e-01,2.330951e-05,"AGN",9.999933e-01,6.689539e-06
"325","0144.3+5959","                  ",  5.109,"5.36e-13","5.85e-13","5.69e-13"," 26.085"," 59.9975","129.506","-2.2e+00","                            ","","                              ","",   9,"",0.026,"AGN",0.005,"AGN",0.076,"AGN",  5594.895,  10.267,0.0193036441,"AGN",0.953227401,"PSR","AGN",9.642712e-01,3.572875e-02,"AGN",9.912025e-01,8.797468e-03
"326","0144.6+2705","3FGL J0144.6+2705 ", 88.005,"1.10e-11","1.20e-11","1.16e-11"," 26.150"," 27.0899","137.276","-3.4e+01","TXS 0141+268                ","bll","                              ","",   0,"0144.6+2705",0.012,"AGN",0.005,"AGN",0.006,"AGN", 20810.716,   1.827,0.0023780444,"AGN",0.066916130,"AGN","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"327","0145.0-2732","3FGL J0145.1-2732 ", 30.785,"2.40e-11","2.57e-11","2.50e-11"," 26.258","-27.5363","217.974","-7.8e+01","PKS 0142-278                ","fsrq","                              ","",   0,"0145.1-2732",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1501.148,   0.104,0.0005153588,"AGN",0.098099254,"AGN","AGN",9.978567e-01,2.143321e-03,"AGN",9.999733e-01,2.675581e-05
"328","0146.0-6746","3FGL J0146.4-6746 ", 16.049,"1.47e-13","1.76e-13","1.60e-13"," 26.518","-67.7748","295.182","-4.9e+01","SUMSS J014554-674646        ","bcu","                              ","",   0,"0146.4-6746",0.001,"AGN",0.003,"AGN",0.010,"AGN", 11593.909,  -0.234,0.0005301569,"AGN",0.286138326,"AGN","AGN",9.994004e-01,5.996756e-04,"AGN",9.999915e-01,8.460484e-06
"329","0146.3+4606","                  ",  6.195,"4.43e-14","5.55e-14","5.03e-14"," 26.592"," 46.1109","132.775","-1.6e+01","2MASS J01462656+4606181     ","bcu","                              ","",   0,"",0.004,"AGN",0.006,"AGN",0.000,"AGN",  4048.186,  -0.368,0.0019794425,"AGN",0.980131924,"PSR","AGN",9.058665e-01,9.413351e-02,"AGN",9.894365e-01,1.056353e-02
"330","0146.9-5202","3FGL J0147.0-5204 ", 11.780,"8.06e-14","8.95e-14","8.86e-14"," 26.729","-52.0477","283.988","-6.3e+01","PKS 0144-522                ","bll","                              ","",   0,"0147.0-5204",0.010,"AGN",0.005,"AGN",0.002,"AGN",  5841.002,  -0.423,0.0011911943,"AGN",0.997028053,"PSR","AGN",9.938962e-01,6.103772e-03,"AGN",9.960756e-01,3.924363e-03
"331","0147.7-1321","                  ",  4.257,"1.01e-13","1.07e-13","1.11e-13"," 26.926","-13.3662","169.408","-7.1e+01","NVSS J014804-132019         ","bcu","                              ","",   0,"",0.004,"AGN",0.004,"AGN",0.000,"AGN",  2020.249,   2.178,0.0009811424,"AGN",0.743214130,"PSR","AGN",9.999119e-01,8.803832e-05,"AGN",9.998105e-01,1.894606e-04
"332","0148.2+5201","3FGL J0148.3+5200 ", 17.683,"2.61e-14","2.94e-14","2.87e-14"," 27.059"," 52.0243","131.745","-9.9e+00","GB6 J0148+5202              ","bll","                              ","",   0,"0148.3+5200",0.002,"AGN",0.001,"AGN",0.002,"AGN", 12891.156,  -0.680,0.0004629580,"AGN",0.890694499,"PSR","AGN",9.992076e-01,7.924447e-04,"AGN",9.998105e-01,1.895054e-04
"333","0148.6+0127","3FGL J0148.6+0128 ",  9.368,"7.29e-14","6.76e-14","7.32e-14"," 27.158","  1.4622","150.927","-5.8e+01","PMN J0148+0129              ","bll","                              ","",   0,"0148.6+0128",0.001,"AGN",0.000,"AGN",0.000,"AGN",  8692.729,  -0.902,0.0005097081,"AGN",0.214590132,"AGN","AGN",9.999932e-01,6.751862e-06,"AGN",1.000000e+00,2.558413e-10
"334","0149.6-0734","                  ",  4.074,"1.22e-13","1.44e-13","1.42e-13"," 27.405"," -7.5830","160.808","-6.6e+01","GALEXASC J014941.36-073354.9","bcu","                              ","",   0,"",0.004,"AGN",0.016,"AGN",0.010,"AGN",  1404.685,   5.018,0.0025429765,"AGN",0.526068926,"AGN","AGN",9.865775e-01,1.342252e-02,"AGN",9.970378e-01,2.962288e-03
"335","0150.4+4848","3FGL J0149.6+4846 ",  5.912,"1.02e-14","2.06e-14","1.82e-14"," 27.614"," 48.8140","132.840","-1.3e+01","                            ","","                              ","",2052,"0149.6+4846",0.057,"AGN",0.248,"PSR",0.156,"AGN",   724.403,  20.559,0.0276635941,"AGN",0.994907439,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",8.293158e-01,1.706842e-01
"336","0150.6-5448","3FGL J0150.5-5447 ",  6.960,"1.90e-14","2.02e-14","2.04e-14"," 27.666","-54.8033","285.641","-6.0e+01","PMN J0150-5450              ","bcu","                              ","",   0,"0150.5-5447",0.004,"AGN",0.004,"AGN",0.006,"AGN",  5726.417,  -0.155,0.0007141324,"AGN",0.964606762,"PSR","AGN",9.999945e-01,5.461598e-06,"AGN",9.999799e-01,2.009618e-05
"337","0151.0+0539","3FGL J0151.0+0537 ",  7.266,"1.09e-13","8.91e-14","1.06e-13"," 27.774","  5.6534","148.888","-5.4e+01","PMN J0151+0540              ","bcu","                              ","",   0,"0151.0+0537",0.010,"AGN",0.005,"AGN",0.026,"AGN",  4118.117,  -0.355,0.0005280051,"AGN",0.792318881,"PSR","AGN",9.974030e-01,2.596955e-03,"AGN",9.999983e-01,1.699830e-06
"338","0151.3+8601","3FGL J0145.6+8600 ", 11.232,"1.01e-13","1.05e-13","1.02e-13"," 27.838"," 86.0194","124.051"," 2.3e+01","WN B0140.0+8546             ","bll","                              ","",   0,"0145.6+8600",0.007,"AGN",0.005,"AGN",0.010,"AGN", 15786.984,  -0.282,0.0004941247,"AGN",0.941244185,"PSR","AGN",9.999452e-01,5.482812e-05,"AGN",9.999999e-01,1.634980e-07
"339","0151.4-3607","3FGL J0151.0-3609 ",  8.382,"8.57e-14","9.39e-14","9.40e-14"," 27.870","-36.1270","251.861","-7.4e+01","PMN J0151-3605              ","bcu","                              ","",   0,"0151.0-3609",0.004,"AGN",0.004,"AGN",0.002,"AGN",  6521.585,   0.658,0.0018803702,"AGN",0.996263802,"PSR","AGN",9.970393e-01,2.960660e-03,"AGN",9.991249e-01,8.751187e-04
"340","0151.7+5455","                  ",  5.051,"2.47e-13","3.28e-13","3.26e-13"," 27.931"," 54.9172","131.591","-6.9e+00","7C 0148+5439                ","bcu","                              ","",   0,"",0.040,"AGN",0.052,"AGN",0.000,"AGN",   779.275,   2.299,0.0021906497,"AGN",0.699537933,"PSR","AGN",9.991817e-01,8.182492e-04,"AGN",9.998444e-01,1.555187e-04
"341","0152.2+3714","3FGL J0152.2+3707 ",  7.612,"3.36e-13","3.92e-13","3.76e-13"," 28.063"," 37.2341","136.151","-2.4e+01","B2 0149+37                  ","bcu","                              ","",   0,"0152.2+3707",0.000,"AGN",0.003,"AGN",0.002,"AGN",  1786.129,   0.054,0.0009206390,"AGN",0.429693282,"AGN","AGN",9.997496e-01,2.503853e-04,"AGN",9.999886e-01,1.144947e-05
"342","0152.2+2206","3FGL J0151.6+2205 ", 13.695,"5.62e-12","6.38e-12","6.23e-12"," 28.073"," 22.1133","141.058","-3.9e+01","PKS 0149+21                 ","fsrq","                              ","",   0,"0151.6+2205",0.001,"AGN",0.000,"AGN",0.000,"AGN",   901.248,   0.351,0.0011112054,"AGN",0.166277334,"AGN","AGN",9.701020e-01,2.989795e-02,"AGN",9.955918e-01,4.408185e-03
"343","0152.6+0147","3FGL J0152.6+0148 ", 24.942,"1.39e-13","1.34e-13","1.41e-13"," 28.161","  1.7894","152.370","-5.8e+01","PMN J0152+0146              ","bll","                              ","",   0,"0152.6+0148",0.007,"AGN",0.005,"AGN",0.000,"AGN", 16615.532,  -0.456,0.0013249298,"AGN",0.108677641,"AGN","AGN",9.999821e-01,1.788664e-05,"AGN",9.999987e-01,1.326893e-06
"344","0153.0+7517","3FGL J0152.8+7517 ", 14.078,"4.33e-14","4.80e-14","4.64e-14"," 28.253"," 75.2885","126.897"," 1.3e+01","1RXS J015308.4+751756       ","bll","                              ","",   0,"0152.8+7517",0.026,"AGN",0.005,"AGN",0.000,"AGN", 14270.614,  -0.009,0.0010103774,"AGN",0.993054330,"PSR","AGN",9.680655e-01,3.193454e-02,"AGN",9.885943e-01,1.140567e-02
"345","0153.3+5416","                  ",  6.312,"5.54e-15","6.00e-15","5.87e-15"," 28.326"," 54.2738","131.968","-7.5e+00","                            ","","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.002,"AGN",  8065.474,  -0.782,0.0004954096,"AGN",0.895051122,"PSR","AGN",9.999996e-01,3.643045e-07,"AGN",1.000000e+00,1.753013e-08
"346","0153.4+7114","3FGL J0153.4+7114 ", 10.687,"8.04e-15","7.51e-15","7.47e-15"," 28.363"," 71.2411","127.924"," 9.0e+00","TXS 0149+710                ","rdg","                              ","",   0,"0153.4+7114",0.001,"AGN",0.000,"AGN",0.000,"AGN", 12736.052,  -0.620,0.0007553247,"AGN",0.277076393,"AGN","AGN",9.999430e-01,5.699100e-05,"AGN",9.999849e-01,1.511852e-05
"347","0153.9+0823","3FGL J0154.0+0824 ", 35.959,"6.86e-13","7.53e-13","7.32e-13"," 28.497","  8.3931","148.225","-5.1e+01","GB6 J0154+0823              ","bll","                              ","",   0,"0154.0+0824",0.004,"AGN",0.001,"AGN",0.006,"AGN", 18185.401,   1.100,0.0015552827,"AGN",0.329978049,"AGN","AGN",9.951357e-01,4.864295e-03,"AGN",9.961021e-01,3.897917e-03
"348","0154.3-0236","                  ",  6.796,"7.52e-14","7.40e-14","7.60e-14"," 28.576"," -2.6111","157.148","-6.1e+01","TXS 0151-028                ","bcu","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4815.817,  -0.532,0.0005293753,"AGN",0.816559970,"PSR","AGN",9.999986e-01,1.431335e-06,"AGN",9.999999e-01,1.116424e-07
"349","0154.6+0051","                  ",  4.153,"2.32e-15","4.18e-15","4.07e-15"," 28.661","  0.8619","153.990","-5.8e+01","                            ","","SDSS J01547+0050              ","agn",   0,"",0.013,"AGN",0.028,"AGN",0.000,"AGN",  1301.502,   2.113,0.0036087362,"AGN",0.996752620,"PSR","AGN",9.574659e-01,4.253410e-02,"AGN",9.640960e-01,3.590399e-02
"350","0155.0+4433","3FGL J0154.9+4433 ", 13.937,"2.47e-13","3.27e-13","2.95e-13"," 28.768"," 44.5577","134.708","-1.7e+01","GB6 J0154+4433              ","bll","                              ","",   0,"0154.9+4433",0.002,"AGN",0.080,"AGN",0.002,"AGN",  4819.931,   0.218,0.0030747121,"AGN",0.658693135,"PSR","AGN",9.958130e-01,4.187017e-03,"AGN",9.998307e-01,1.692624e-04
"351","0156.3-2420","3FGL J0156.5-2423 ",  9.561,"2.69e-14","3.34e-14","3.06e-14"," 29.078","-24.3345","205.719","-7.5e+01","                            ","","                              ","",   0,"0156.5-2423",0.000,"AGN",0.000,"AGN",0.008,"AGN",  8323.154,  -0.626,0.0004724424,"AGN",0.117383040,"AGN","AGN",9.999990e-01,9.876861e-07,"AGN",1.000000e+00,8.558967e-09
"352","0156.5+3914","3FGL J0156.3+3913 ", 17.513,"1.16e-12","1.20e-12","1.18e-12"," 29.132"," 39.2493","136.458","-2.2e+01","MG4 J015630+3913            ","bcu","                              ","",   0,"0156.3+3913",0.000,"AGN",0.000,"AGN",0.000,"AGN",  4173.457,  -0.678,0.0004475946,"AGN",0.578144073,"AGN","AGN",9.999831e-01,1.698042e-05,"AGN",9.999982e-01,1.731135e-06
"353","0156.8-4744","3FGL J0156.9-4742 ",  9.642,"1.47e-13","1.32e-13","1.46e-13"," 29.216","-47.7352","275.465","-6.6e+01","2MASS J01564603-4744174     ","bll","                              ","",   0,"0156.9-4742",0.010,"AGN",0.005,"AGN",0.008,"AGN",  6662.731,  -0.086,0.0005016953,"AGN",0.807065487,"PSR","AGN",9.952589e-01,4.741085e-03,"AGN",9.999998e-01,2.534529e-07
"354","0156.9-5301","3FGL J0157.0-5301 ", 21.779,"3.75e-14","4.45e-14","4.15e-14"," 29.233","-53.0308","282.203","-6.1e+01","1RXS J015658.6-530208       ","bll","                              ","",   0,"0157.0-5301",0.000,"AGN",0.000,"AGN",0.000,"AGN",  6832.102,  -0.829,0.0006330759,"AGN",0.239079461,"AGN","AGN",9.999975e-01,2.514686e-06,"AGN",1.000000e+00,4.309389e-08
"355","0156.9+4648","                  ",  4.084,"3.92e-14","5.15e-14","4.81e-14"," 29.243"," 46.8136","134.438","-1.5e+01","MG4 J015651+4648            ","bcu","                              ","",   0,"",0.004,"AGN",0.028,"AGN",0.004,"AGN",  2085.785,   0.861,0.0020076758,"AGN",0.996068954,"PSR","AGN",7.745054e-01,2.254946e-01,"AGN",8.955624e-01,1.044376e-01
"356","0157.7-4614","3FGL J0157.9-4615 ", 20.142,"1.57e-12","1.87e-12","1.82e-12"," 29.435","-46.2431","272.847","-6.7e+01","PMN J0157-4614              ","fsrq","                              ","",   0,"0157.9-4615",0.017,"AGN",0.019,"AGN",0.024,"AGN",  1324.721,   5.998,0.0025582754,"AGN",0.019087274,"AGN","AGN",9.952661e-01,4.733890e-03,"AGN",9.990988e-01,9.012329e-04
"357","0158.4+1230","                  ",  4.275,"8.16e-12","1.19e-11","1.15e-11"," 29.617"," 12.5034","147.387","-4.7e+01","                            ","","CRATES J015855+130705         ","agn", 262,"",0.040,"AGN",0.032,"AGN",0.040,"AGN",   973.273,  25.490,0.0054529174,"AGN",0.953128636,"PSR","AGN",9.960558e-01,3.944155e-03,"AGN",9.994909e-01,5.090696e-04
"358","0158.5-3932","3FGL J0158.6-3931 ", 23.849,"3.40e-13","3.77e-13","3.59e-13"," 29.646","-39.5358","258.832","-7.1e+01","PMN J0158-3932              ","bll","                              ","",   0,"0158.6-3931",0.001,"AGN",0.000,"AGN",0.000,"AGN",  7410.696,  -0.625,0.0004737446,"AGN",0.145251930,"AGN","AGN",9.997827e-01,2.172654e-04,"AGN",9.999814e-01,1.855989e-05
"359","0158.8+0101","3FGL J0158.6+0102 ",  8.537,"7.99e-13","7.11e-13","7.85e-13"," 29.704","  1.0247","155.576","-5.8e+01","GB6 J0158+0101              ","fsrq","                              ","",   0,"0158.6+0102",0.007,"AGN",0.002,"AGN",0.000,"AGN",  4988.968,   1.877,0.0007262017,"AGN",0.417987257,"AGN","AGN",8.436236e-01,1.563763e-01,"AGN",9.961848e-01,3.815273e-03
"360","0159.0+3313","                  ",  7.159,"2.20e-14","2.41e-14","2.37e-14"," 29.767"," 33.2175","138.860","-2.8e+01","                            ","","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.004,"AGN",  7812.439,  -0.793,0.0004789225,"AGN",0.274186611,"AGN","AGN",9.999996e-01,4.037008e-07,"AGN",1.000000e+00,1.434944e-08
"361","0159.3-4523","                  ",  4.108,"2.40e-13","2.20e-13","2.38e-13"," 29.825","-45.3847","270.871","-6.7e+01","PMN J0159-4515              ","bcu","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.000,"AGN",  4859.363,  -0.429,0.0004336828,"AGN",0.008839427,"AGN","AGN",9.999992e-01,8.316073e-07,"AGN",1.000000e+00,1.104489e-10
"362","0159.5+1046","3FGL J0159.4+1046 ", 21.268,"2.16e-13","2.29e-13","2.26e-13"," 29.886"," 10.7737","148.745","-4.9e+01","RX J0159.5+1047             ","bll","                              ","",   0,"0159.4+1046",0.001,"AGN",0.000,"AGN",0.006,"AGN",  9298.941,  -0.554,0.0013624051,"AGN",0.912006259,"PSR","AGN",9.998168e-01,1.832366e-04,"AGN",9.999052e-01,9.470360e-05
"363","0159.7-2740","3FGL J0159.8-2741 ", 16.152,"1.64e-13","1.84e-13","1.77e-13"," 29.947","-27.6736","218.931","-7.5e+01","PMN J0159-2739              ","bll","                              ","",   0,"0159.8-2741",0.002,"AGN",0.005,"AGN",0.002,"AGN", 10764.849,  -0.136,0.0015065502,"AGN",0.991910398,"PSR","AGN",9.981409e-01,1.859063e-03,"AGN",9.997758e-01,2.242034e-04
"364","0200.3-4109","3FGL J0200.3-4108 ", 11.962,"2.36e-14","2.77e-14","2.62e-14"," 30.077","-41.1586","262.093","-7.0e+01","1RXS J020021.0-410936       ","bcu","                              ","",   0,"0200.3-4108",0.004,"AGN",0.002,"AGN",0.000,"AGN",  7524.305,  -0.619,0.0005025407,"AGN",0.975554764,"PSR","AGN",9.936358e-01,6.364201e-03,"AGN",9.990863e-01,9.137531e-04
"365","0200.6-6637","3FGL J0200.9-6635 ", 13.894,"8.75e-13","9.03e-13","8.98e-13"," 30.160","-66.6260","292.554","-4.9e+01","PMN J0201-6638              ","bcu","                              ","",   0,"0200.9-6635",0.000,"AGN",0.000,"AGN",0.000,"AGN",  4388.229,  -0.578,0.0004494797,"AGN",0.469417751,"AGN","AGN",9.999793e-01,2.075965e-05,"AGN",9.999967e-01,3.355508e-06
"366","0201.1+0036","                  ",  4.580,"3.94e-15","4.27e-15","4.19e-15"," 30.278","  0.6029","156.894","-5.8e+01","MS 0158.5+0019              ","bll","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  5449.032,  -0.601,0.0005288949,"AGN",0.980301559,"PSR","AGN",9.997076e-01,2.922904e-04,"AGN",9.999346e-01,6.547469e-05
"367","0201.1-4347","                  ",  4.371,"9.63e-16","1.50e-15","1.41e-15"," 30.285","-43.7964","267.333","-6.8e+01","GALEXASC J020110.83-434654.8","bcu","                              ","",   0,"",0.004,"AGN",0.028,"AGN",0.004,"AGN",  3181.401,  -0.230,0.0008506755,"AGN",0.990191221,"PSR","AGN",9.998426e-01,1.573048e-04,"AGN",9.999614e-01,3.862356e-05
"368","0202.4+0849","3FGL J0202.3+0851 ",  6.790,"7.64e-15","1.09e-14","1.03e-14"," 30.619","  8.8288","150.980","-5.0e+01","TXS 0159+085                ","fsrq","                              ","",   0,"0202.3+0851",0.001,"AGN",0.001,"AGN",0.006,"AGN",  5146.710,  -0.551,0.0009405427,"AGN",0.901729167,"PSR","AGN",9.998748e-01,1.251885e-04,"AGN",9.999915e-01,8.521313e-06
"369","0202.4+2943","                  ",  6.888,"4.13e-14","3.91e-14","4.07e-14"," 30.620"," 29.7292","140.866","-3.1e+01","                            ","","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4950.308,  -0.586,0.0005037544,"AGN",0.274164855,"AGN","AGN",9.999496e-01,5.045287e-05,"AGN",9.999996e-01,3.596964e-07
"370","0202.6-0258","                  ",  7.179,"1.81e-13","1.96e-13","2.00e-13"," 30.670"," -2.9825","161.199","-6.0e+01","WISE J020239.94-030207.9    ","fsrq","                              ","",   0,"",0.010,"AGN",0.014,"AGN",0.006,"AGN",  2058.992,   2.437,0.0007531515,"AGN",0.715793431,"PSR","AGN",9.983942e-01,1.605764e-03,"AGN",9.995772e-01,4.227339e-04
"371","0202.7+4204","3FGL J0202.5+4206 ",  6.833,"7.17e-14","8.36e-14","8.18e-14"," 30.686"," 42.0714","136.828","-1.9e+01","B3 0159+418                 ","bll","                              ","",   0,"0202.5+4206",0.000,"AGN",0.001,"AGN",0.002,"AGN",  9905.399,  -0.035,0.0005922698,"AGN",0.322919935,"AGN","AGN",9.999458e-01,5.420117e-05,"AGN",9.999945e-01,5.476098e-06
"372","0202.9-0225","3FGL J0203.1-0227 ",  6.702,"1.46e-14","1.58e-14","1.58e-14"," 30.750"," -2.4223","160.715","-6.0e+01","RX J0202.9-0223             ","bcu","                              ","",   0,"0203.1-0227",0.004,"AGN",0.004,"AGN",0.000,"AGN",  5986.610,   0.302,0.0006230213,"AGN",0.964606762,"PSR","AGN",9.928803e-01,7.119710e-03,"AGN",9.919018e-01,8.098114e-03
"373","0203.6+7233","3FGL J0204.0+7234 ", 10.958,"6.04e-14","6.41e-14","6.40e-14"," 30.911"," 72.5530","128.353"," 1.0e+01","S5 0159+723                 ","bll","                              ","",   0,"0204.0+7234",0.001,"AGN",0.000,"AGN",0.002,"AGN", 12822.836,  -0.640,0.0015742074,"AGN",0.201378196,"AGN","AGN",9.998443e-01,1.557033e-04,"AGN",9.999444e-01,5.550506e-05
"374","0203.7+3042","3FGL J0203.6+3043 ", 44.769,"2.83e-12","3.13e-12","3.03e-12"," 30.933"," 30.7139","140.802","-3.0e+01","NVSS J020344+304238         ","bll","                              ","",   0,"0203.6+3043",0.004,"AGN",0.003,"AGN",0.000,"AGN",  8950.006,   0.629,0.0007064251,"AGN",0.021840522,"AGN","AGN",9.957402e-01,4.259843e-03,"AGN",9.999517e-01,4.831071e-05
"375","0204.0-3334","                  ",  5.892,"1.33e-14","1.48e-14","1.50e-14"," 31.024","-33.5731","239.728","-7.3e+01","1RXS J020413.6-333345       ","bll","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4969.198,  -0.578,0.0010362965,"AGN",0.993992150,"PSR","AGN",9.999193e-01,8.072810e-05,"AGN",9.999517e-01,4.831108e-05
"376","0204.3-3140","                  ",  4.942,"1.83e-14","1.83e-14","1.87e-14"," 31.075","-31.6713","233.278","-7.4e+01","MRSS 414-035156             ","bcu","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  4521.263,  -0.537,0.0005293753,"AGN",0.816559970,"PSR","AGN",1.000000e+00,1.125162e-09,"AGN",9.999999e-01,1.315720e-07
"377","0204.3+2417","3FGL J0204.2+2420 ",  5.962,"7.62e-15","9.44e-15","9.24e-15"," 31.095"," 24.2846","143.484","-3.6e+01","B2 0201+24                  ","bcu","                              ","",   0,"0204.2+2420",0.001,"AGN",0.001,"AGN",0.000,"AGN",  4552.268,  -0.575,0.0006625506,"AGN",0.787250996,"PSR","AGN",9.999994e-01,6.057516e-07,"AGN",1.000000e+00,4.957579e-08
