"","Source_Name","ASSOC_FGL","Signif","PL_Flux_Density","LP_Flux_Density","PLEC_Flux_Density","RA","DEC","GLON","GLAT","ASSOC1","CLASS1","ASSOC2","CLASS2","Flags","FGL3_Source_name","BLR_P_PLEC","BLR_Pred_PLEC","BLR_P_LP","BLR_Pred_LP","RF_P_LP","RF_Pred_LP","PSR_Out","AGN_Out","XGB_P_PLEC","XGB_Pred_PLEC","XGB_P_LP","XGB_Pred_LP","ANN_Pred_LP","ANN_P_LP.1","ANN_P_LP.2","ANN_Pred_PLEC","ANN_P_PLEC.1","ANN_P_PLEC.2"
"68","0019.2-5640","3FGL J0019.1-5645 ",  8.954,"1.13e-13","1.17e-13","1.18e-13","  4.811","-56.6826","311.751","-6.0e+01","PMN J0019-5641              ","bcu","                              ","",   0,"0019.1-5645",0.000,"AGN",0.000,"AGN",0.000,"AGN",  6693.018,  -0.859,0.0004336828,"AGN",0.131035849,"AGN","AGN",9.999998e-01,2.575042e-07,"AGN",1.000000e+00,4.340173e-08
"69","0019.3-8152","3FGL J0018.9-8152 ", 15.828,"1.05e-13","1.07e-13","1.11e-13","  4.833","-81.8798","304.314","-3.5e+01","PMN J0019-8152              ","bll","                              ","",   0,"0018.9-8152",0.007,"AGN",0.001,"AGN",0.000,"AGN", 11518.996,  -0.722,0.0005089159,"AGN",0.906985164,"PSR","AGN",9.999917e-01,8.348595e-06,"AGN",9.999388e-01,6.109320e-05
"70","0019.6+7327","                  ", 21.934,"1.58e-12","1.74e-12","1.74e-12","  4.903"," 73.4560","120.633"," 1.1e+01","S5 0016+73                  ","fsrq","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.016,"AGN",  1963.137,   1.435,0.0007975405,"AGN",0.233573675,"AGN","AGN",9.012154e-01,9.878460e-02,"AGN",9.904673e-01,9.532691e-03
"71","0019.6+2022","3FGL J0019.4+2021 ",  9.601,"9.17e-14","1.11e-13","1.09e-13","  4.907"," 20.3755","112.901","-4.2e+01","PKS 0017+200                ","bll","                              ","",   0,"0019.4+2021",0.001,"AGN",0.003,"AGN",0.018,"AGN",  8329.295,   0.521,0.0025605408,"AGN",0.949484050,"PSR","AGN",9.953527e-01,4.647278e-03,"AGN",9.995844e-01,4.156752e-04
"72","0021.0+0322","3FGL J0020.9+0323 ",  7.100,"1.03e-14","1.25e-14","1.21e-14","  5.256","  3.3783","108.237","-5.9e+01","2MASS J00205023+0323578     ","bcu","                              ","",   0,"0020.9+0323",0.001,"AGN",0.001,"AGN",0.000,"AGN",  5082.584,  -0.810,0.0008315646,"AGN",0.867348969,"PSR","AGN",9.999983e-01,1.683612e-06,"AGN",9.999999e-01,7.464612e-08
"73","0021.5-2552","3FGL J0021.6-2553 ", 21.204,"3.49e-13","3.69e-13","3.63e-13","  5.391","-25.8681"," 41.926","-8.3e+01","CRATES J002132.55-255049.3  ","bll","                              ","",   0,"0021.6-2553",0.001,"AGN",0.001,"AGN",0.002,"AGN",  4410.525,  -0.629,0.0004737446,"AGN",0.562884271,"AGN","AGN",9.999021e-01,9.782066e-05,"AGN",9.999803e-01,1.967332e-05
"74","0021.6-0855","                  ",  4.743,"1.39e-13","1.71e-13","1.69e-13","  5.411"," -8.9174","100.403","-7.0e+01","NVSS J002142-090044         ","bll","                              ","",   0,"",0.015,"AGN",0.016,"AGN",0.004,"AGN",   684.961,   2.765,0.0012234371,"AGN",0.414033562,"AGN","AGN",9.992804e-01,7.196698e-04,"AGN",9.998691e-01,1.308637e-04
"75","0021.9-5140","3FGL J0022.1-5141 ", 22.872,"2.23e-13","2.36e-13","2.32e-13","  5.498","-51.6728","313.701","-6.5e+01","1RXS J002159.2-514028       ","bll","                              ","",   0,"0022.1-5141",0.007,"AGN",0.001,"AGN",0.004,"AGN", 10563.413,  -0.642,0.0005089159,"AGN",0.907723606,"PSR","AGN",9.999572e-01,4.282303e-05,"AGN",9.999900e-01,1.001239e-05
"76","0022.0+0006","                  ",  7.358,"8.02e-16","6.64e-16","7.67e-16","  5.515","  0.1134","107.207","-6.2e+01","RX J0022.0+0006             ","bll","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  3551.271,  -0.435,0.0005506353,"AGN",0.216868550,"AGN","AGN",9.999847e-01,1.530992e-05,"AGN",1.000000e+00,2.712905e-08
"77","0022.0-5921","                  ", 12.448,"9.02e-13","8.95e-13","9.06e-13","  5.522","-59.3500","309.870","-5.7e+01","                            ","","                              ","",   2,"",0.000,"AGN",0.000,"AGN",0.000,"AGN",  4282.209,  -0.645,0.0004453266,"AGN",0.011250950,"AGN","AGN",1.000000e+00,4.033667e-08,"AGN",1.000000e+00,6.989731e-09
"78","0022.1-1854","3FGL J0022.1-1855 ", 25.478,"2.16e-13","2.48e-13","2.38e-13","  5.535","-18.9068"," 82.083","-7.9e+01","1RXS J002209.2-185333       ","bll","                              ","",   0,"0022.1-1855",0.026,"AGN",0.014,"AGN",0.078,"AGN",  3545.319,   5.438,0.0092333360,"AGN",0.963645220,"PSR","AGN",6.833793e-01,3.166207e-01,"AGN",7.213795e-01,2.786205e-01
"79","0022.5+0608","3FGL J0022.5+0608 ", 41.948,"1.73e-12","1.80e-12","1.79e-12","  5.638","  6.1343","110.012","-5.6e+01","PKS 0019+058                ","bll","                              ","",   0,"0022.5+0608",0.001,"AGN",0.000,"AGN",0.000,"AGN",  6210.602,  -0.599,0.0007056234,"AGN",0.071177661,"AGN","AGN",9.423355e-01,5.766449e-02,"AGN",9.922653e-01,7.734708e-03
"80","0023.4+0920","3FGL J0023.4+0923 ", 22.644,"1.39e-12","1.92e-12","1.83e-12","  5.851","  9.3475","111.420","-5.3e+01","PSR J0023+0923              ","PSR","                              ","",   0,"0023.4+0923",0.947,"PSR",0.934,"PSR",1.000,"PSR",    -0.539, 375.775,0.9985431433,"PSR",0.976689100,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"81","0023.6-4209","                  ",  4.972,"1.14e-14","1.08e-14","1.11e-14","  5.907","-42.1579","321.850","-7.4e+01","                            ","","CRATES J002254-420637         ","agn",   0,"",0.001,"AGN",0.001,"AGN",0.006,"AGN",  4178.093,  -0.306,0.0004444681,"AGN",0.245374724,"AGN","AGN",1.000000e+00,3.829342e-08,"AGN",1.000000e+00,3.301096e-10
"82","0023.7-6820","3FGL J0021.6-6835 ", 12.623,"3.67e-12","4.18e-12","3.98e-12","  5.935","-68.3381","306.789","-4.9e+01","PKS 0021-686                ","bcu","                              ","",   0,"0021.6-6835",0.000,"AGN",0.001,"AGN",0.002,"AGN",  1166.932,  -0.039,0.0005378013,"AGN",0.166277334,"AGN","AGN",9.906969e-01,9.303106e-03,"AGN",9.991828e-01,8.172613e-04
"83","0023.7+4457","3FGL J0023.5+4454 ", 13.386,"8.48e-13","9.49e-13","9.14e-13","  5.948"," 44.9510","117.804","-1.8e+01","B3 0020+446                 ","fsrq","                              ","",   0,"0023.5+4454",0.000,"AGN",0.000,"AGN",0.000,"AGN",  2593.709,  -0.417,0.0006856848,"AGN",0.091071852,"AGN","AGN",9.963427e-01,3.657298e-03,"AGN",9.993781e-01,6.218896e-04
"84","0023.9+1603","                  ",  8.424,"5.75e-14","7.57e-14","7.38e-14","  5.982"," 16.0639","113.345","-4.6e+01","87GB 002122.5+154553        ","bll","                              ","",   0,"",0.013,"AGN",0.028,"AGN",0.002,"AGN",   958.458,   3.202,0.0201801509,"AGN",0.996401787,"PSR","AGN",8.786629e-01,1.213371e-01,"AGN",9.299739e-01,7.002617e-02
"85","0024.0-7204","3FGL J0023.9-7203 ", 77.594,"4.44e-12","5.98e-12","5.69e-12","  6.008","-72.0788","305.902","-4.5e+01","NGC 104                     ","glc","                              ","",   0,"0023.9-7203",0.947,"PSR",0.934,"PSR",1.000,"PSR",    -0.612, 364.843,0.9993571639,"PSR",0.969439685,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"86","0024.1+2402","                  ",  7.343,"2.62e-14","2.69e-14","2.77e-14","  6.038"," 24.0366","114.975","-3.8e+01","                            ","","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.002,"AGN",  9376.169,  -0.673,0.0008088571,"AGN",0.824280024,"PSR","AGN",1.000000e+00,4.467401e-08,"AGN",1.000000e+00,4.042710e-08
"87","0024.4+4647","                  ",  6.092,"3.79e-13","3.52e-13","3.73e-13","  6.121"," 46.7970","118.143","-1.6e+01","B3 0021+464                 ","bcu","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.002,"AGN",  1705.061,  -0.119,0.0004594399,"AGN",0.140635952,"AGN","AGN",9.999859e-01,1.409321e-05,"AGN",9.999999e-01,1.759855e-07
"88","0024.7+0349","3FGL J0024.4+0350 ",  6.054,"1.42e-13","1.63e-13","1.51e-13","  6.198","  3.8321","110.178","-5.8e+01","GB6 J0024+0349              ","fsrq","                              ","",   0,"0024.4+0350",0.000,"AGN",0.000,"AGN",0.036,"AGN",  5439.403,  -0.022,0.0010266252,"AGN",0.564710855,"AGN","AGN",1.000000e+00,8.074119e-10,"AGN",1.000000e+00,2.871990e-13
"89","0025.2-2231","                  ",  4.551,"9.11e-14","8.79e-14","9.04e-14","  6.303","-22.5328"," 69.196","-8.2e+01","PMN J0025-2228              ","fsrq","                              ","",   0,"",0.004,"AGN",0.004,"AGN",0.002,"AGN",  3210.677,   0.913,0.0005339396,"AGN",0.225387529,"AGN","AGN",9.999963e-01,3.723428e-06,"AGN",1.000000e+00,1.312936e-08
"90","0025.3+6408","3FGL J0025.7+6404 ", 12.113,"6.80e-14","6.93e-14","6.61e-14","  6.340"," 64.1498","120.094"," 1.4e+00","Tycho                       ","snr","                              ","",   4,"0025.7+6404",0.026,"AGN",0.005,"AGN",0.050,"AGN", 21607.117,   3.126,0.0047645699,"AGN",0.997182488,"PSR","AGN",9.870545e-01,1.294554e-02,"AGN",8.436700e-01,1.563300e-01
"91","0025.4-4838","                  ",  7.052,"3.34e-14","4.10e-14","3.84e-14","  6.367","-48.6386","314.391","-6.8e+01","                            ","","                              ","",  16,"",0.001,"AGN",0.001,"AGN",0.002,"AGN",  7010.306,  -0.399,0.0008244644,"AGN",0.804000676,"PSR","AGN",9.997488e-01,2.512136e-04,"AGN",9.999784e-01,2.158216e-05
"92","0025.7-4801","                  ", 12.891,"1.59e-13","1.80e-13","1.79e-13","  6.435","-48.0191","314.724","-6.9e+01","MRSS 194-093029             ","bcu","                              ","",   0,"",0.001,"AGN",0.003,"AGN",0.020,"AGN",  6969.906,   0.867,0.0009674905,"AGN",0.247671261,"AGN","AGN",9.999980e-01,1.985150e-06,"AGN",9.999998e-01,2.875506e-07
"93","0026.1-0732","                  ",  5.397,"1.85e-14","1.87e-14","1.95e-14","  6.540"," -7.5425","104.762","-7.0e+01","                            ","","                              ","",   0,"",0.004,"AGN",0.004,"AGN",0.010,"AGN",  4307.272,   0.323,0.0006773808,"AGN",0.602161467,"PSR","AGN",9.999970e-01,3.013199e-06,"AGN",9.995589e-01,4.410840e-04
"94","0026.6-4600","3FGL J0026.7-4603 ",  9.678,"2.47e-14","2.34e-14","2.52e-14","  6.652","-46.0156","315.920","-7.0e+01","1RXS J002636.3-460101       ","bll","                              ","",   0,"0026.7-4603",0.001,"AGN",0.001,"AGN",0.000,"AGN",  8674.916,  -0.867,0.0004908323,"AGN",0.282026738,"AGN","AGN",9.999999e-01,1.016399e-07,"AGN",1.000000e+00,1.285789e-09
"95","0028.1+7505","3FGL J0028.6+7507 ",  7.899,"4.80e-14","7.38e-14","6.89e-14","  7.044"," 75.0962","121.404"," 1.2e+01","GB6 J0028+7506              ","bcu","                              ","",   4,"0028.6+7507",0.057,"AGN",0.109,"AGN",0.048,"AGN",   497.323,   7.284,0.0306434482,"AGN",0.998378515,"PSR","AGN",6.819715e-01,3.180285e-01,"AGN",8.804324e-01,1.195677e-01
"96","0028.4+2001","3FGL J0028.8+1951 ", 13.548,"1.07e-12","1.15e-12","1.12e-12","  7.122"," 20.0311","115.612","-4.3e+01","TXS 0025+197                ","fsrq","                              ","",   0,"0028.8+1951",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1795.710,  -0.410,0.0005508899,"AGN",0.578144073,"AGN","AGN",9.988746e-01,1.125362e-03,"AGN",9.999095e-01,9.050553e-05
"97","0028.9+3553","                  ",  6.227,"8.76e-14","8.66e-14","9.08e-14","  7.225"," 35.8904","117.821","-2.7e+01","GB6 J0028+3550              ","bcu","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.002,"AGN",  3379.304,  -0.171,0.0005144614,"AGN",0.459786654,"AGN","AGN",9.999999e-01,1.454881e-07,"AGN",9.999996e-01,3.765964e-07
"98","0029.0-7044","3FGL J0029.1-7045 ", 18.739,"3.00e-13","3.17e-13","3.22e-13","  7.251","-70.7414","305.605","-4.6e+01","PKS 0026-710                ","bll","                              ","",   0,"0029.1-7045",0.001,"AGN",0.001,"AGN",0.010,"AGN",  2875.154,  -0.169,0.0008837298,"AGN",0.586643457,"PSR","AGN",9.979825e-01,2.017473e-03,"AGN",9.953567e-01,4.643292e-03
"99","0029.4+2051","                  ",  5.458,"7.46e-16","1.34e-15","1.26e-15","  7.366"," 20.8662","116.050","-4.2e+01","NVSS J002928+205332         ","bcu","                              ","",   0,"",0.004,"AGN",0.028,"AGN",0.006,"AGN",  2251.116,   0.740,0.0011239975,"AGN",0.950829327,"PSR","AGN",9.992812e-01,7.188158e-04,"AGN",9.993770e-01,6.230453e-04
"100","0030.2-1647","3FGL J0030.2-1646 ", 13.651,"2.02e-14","2.57e-14","2.43e-14","  7.564","-16.7975"," 96.466","-7.9e+01","1RXS J003019.6-164723       ","bll","                              ","",   0,"0030.2-1646",0.000,"AGN",0.000,"AGN",0.000,"AGN",  6991.491,  -0.564,0.0004687859,"AGN",0.159931511,"AGN","AGN",9.999666e-01,3.332092e-05,"AGN",9.999986e-01,1.430767e-06
"101","0030.3-4224","3FGL J0030.3-4223 ", 35.296,"5.89e-12","6.31e-12","6.11e-12","  7.596","-42.4127","317.268","-7.4e+01","PKS 0027-426                ","fsrq","                              ","",   0,"0030.3-4223",0.000,"AGN",0.000,"AGN",0.000,"AGN",  1739.896,  -0.211,0.0005195923,"AGN",0.367613137,"AGN","AGN",6.164162e-01,3.835838e-01,"AGN",9.608740e-01,3.912602e-02
"102","0030.4+0451","3FGL J0030.4+0451 ",120.391,"1.45e-11","2.01e-11","1.91e-11","  7.611","  4.8592","113.134","-5.8e+01","PSR J0030+0451              ","PSR","                              ","",   0,"0030.4+0451",0.817,"PSR",0.829,"PSR",0.998,"PSR",    -0.382, 457.786,0.9993357062,"PSR",0.913967848,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"103","0030.6-0212","3FGL J0030.7-0209 ", 43.082,"1.39e-11","1.52e-11","1.47e-11","  7.656"," -2.2014","110.743","-6.5e+01","PKS B0027-024               ","bcu","                              ","",   0,"0030.7-0209",0.001,"AGN",0.001,"AGN",0.002,"AGN",  3835.363,   0.927,0.0006705598,"AGN",0.006660127,"AGN","AGN",9.860668e-01,1.393323e-02,"AGN",9.997389e-01,2.610808e-04
"104","0031.0-2327","3FGL J0031.2-2320 ",  6.344,"7.77e-14","1.27e-13","1.23e-13","  7.756","-23.4581"," 70.318","-8.4e+01","                            ","","2WHSP J003120.5-233401.       ","agn",   0,"0031.2-2320",0.057,"AGN",0.071,"AGN",0.080,"AGN",   328.313,  15.450,0.0162117966,"AGN",0.752666533,"PSR","PSR",2.849207e-01,7.150793e-01,"AGN",5.072463e-01,4.927537e-01
"105","0031.3+0726","3FGL J0031.3+0724 ",  7.549,"1.99e-14","1.82e-14","2.04e-14","  7.830","  7.4443","114.196","-5.5e+01","NVSS J003119+072456         ","bll","                              ","",   0,"0031.3+0724",0.001,"AGN",0.000,"AGN",0.000,"AGN",  7514.288,  -0.784,0.0005157964,"AGN",0.171811327,"AGN","AGN",1.000000e+00,4.749269e-08,"AGN",1.000000e+00,4.829376e-10
"106","0031.5-5648","                  ",  5.367,"1.14e-14","1.35e-14","1.33e-14","  7.899","-56.8069","308.383","-6.0e+01","                            ","","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.006,"AGN",  5171.077,  -0.617,0.0009046830,"AGN",0.804000676,"PSR","AGN",9.999762e-01,2.382343e-05,"AGN",9.999982e-01,1.805033e-06
"107","0032.3-5522","3FGL J0032.3-5522 ", 18.389,"4.92e-13","5.80e-13","5.53e-13","  8.078","-55.3668","308.639","-6.2e+01","SUMSS J003210-552228        ","bcu","                              ","",   0,"0032.3-5522",0.001,"AGN",0.001,"AGN",0.008,"AGN",  4055.461,  -0.227,0.0010800913,"AGN",0.017727479,"AGN","AGN",9.999999e-01,1.047048e-07,"AGN",1.000000e+00,1.064916e-09
"108","0032.4-2849","3FGL J0032.3-2852 ",  7.599,"1.76e-13","1.97e-13","1.84e-13","  8.108","-28.8224","  9.845","-8.5e+01","PMN J0032-2849              ","bll","                              ","",   0,"0032.3-2852",0.001,"AGN",0.001,"AGN",0.004,"AGN",  2584.397,  -0.001,0.0004908323,"AGN",0.752833188,"PSR","AGN",9.998735e-01,1.264983e-04,"AGN",9.999985e-01,1.601747e-06
"109","0033.5-1921","3FGL J0033.6-1921 ", 62.084,"1.05e-12","1.14e-12","1.10e-12","  8.395","-19.3593"," 94.186","-8.1e+01","KUV 00311-1938              ","bll","                              ","",   0,"0033.6-1921",0.004,"AGN",0.005,"AGN",0.008,"AGN", 86655.194,   5.256,0.0019280298,"AGN",0.496307611,"AGN","AGN",9.863281e-01,1.367195e-02,"AGN",9.986077e-01,1.392390e-03
"110","0033.9+3858","                  ",  6.517,"5.35e-13","5.64e-13","5.56e-13","  8.483"," 38.9716","119.215","-2.4e+01","MG3 J003408+3901            ","bcu","                              ","",   0,"",0.000,"AGN",0.000,"AGN",0.000,"AGN",  3709.682,  -0.358,0.0004648744,"AGN",0.047375567,"AGN","AGN",9.999999e-01,1.577362e-07,"AGN",1.000000e+00,1.164373e-09
"111","0034.0-4116","                  ",  9.387,"3.75e-13","3.88e-13","3.73e-13","  8.514","-41.2708","316.001","-7.5e+01","2MASS J00341272-4116243     ","bcu","                              ","",   0,"",0.001,"AGN",0.000,"AGN",0.000,"AGN",  4340.963,  -0.576,0.0004246714,"AGN",0.210824385,"AGN","AGN",1.000000e+00,1.021904e-08,"AGN",1.000000e+00,2.513869e-12
"112","0034.3-0534","3FGL J0034.3-0534 ", 51.415,"5.63e-12","6.96e-12","6.67e-12","  8.596"," -5.5809","111.504","-6.8e+01","PSR J0034-0534              ","PSR","                              ","",   0,"0034.3-0534",0.817,"PSR",0.510,"PSR",0.930,"PSR",    -0.483, 401.048,0.9993571639,"PSR",0.933039069,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"113","0034.6+6438","                  ",  8.752,"1.45e-13","1.84e-13","1.84e-13","  8.662"," 64.6393","121.134"," 1.8e+00","                            ","","                              ","",   0,"",0.093,"PSR",0.020,"AGN",0.584,"PSR",   419.505, 583.785,0.4410722256,"AGN",0.997704923,"PSR","PSR",2.849207e-01,7.150793e-01,"PSR",2.438318e-01,7.561682e-01
"114","0035.0-5728","                  ",  6.242,"5.11e-13","5.75e-13","5.75e-13","  8.752","-57.4714","307.286","-6.0e+01","PMN J0035-5726              ","bcu","                              ","",   0,"",0.009,"AGN",0.005,"AGN",0.004,"AGN",   696.773,   8.267,0.0040094252,"AGN",0.643759251,"PSR","AGN",9.928268e-01,7.173159e-03,"AGN",9.982144e-01,1.785613e-03
"115","0035.2+1514","3FGL J0035.2+1513 ", 29.396,"1.45e-13","1.61e-13","1.57e-13","  8.812"," 15.2405","117.153","-4.7e+01","RX J0035.2+1515             ","bll","                              ","",   0,"0035.2+1513",0.001,"AGN",0.000,"AGN",0.000,"AGN", 14508.999,  -0.553,0.0006269947,"AGN",0.657428920,"PSR","AGN",9.998053e-01,1.947494e-04,"AGN",9.999549e-01,4.510942e-05
"116","0035.2-1739","                  ",  5.396,"3.42e-15","3.71e-15","3.69e-15","  8.817","-17.6621","100.584","-8.0e+01","                            ","","                              ","",   0,"",0.004,"AGN",0.002,"AGN",0.000,"AGN",  5031.974,  -0.620,0.0004726307,"AGN",0.940038025,"PSR","AGN",9.999394e-01,6.060694e-05,"AGN",9.999735e-01,2.642867e-05
"117","0035.8+6131","                  ",  5.668,"9.44e-13","9.71e-13","9.77e-13","  8.968"," 61.5234","121.077","-1.3e+00","LQAC 008+061                ","bcu","                              ","",   1,"",0.000,"AGN",0.000,"AGN",0.006,"AGN",  1348.083,   2.333,0.0011958003,"AGN",0.266534656,"AGN","AGN",9.999048e-01,9.521977e-05,"AGN",9.998809e-01,1.190983e-04
"118","0035.9+5950","3FGL J0035.9+5949 ", 61.307,"3.65e-13","3.89e-13","3.76e-13","  8.982"," 59.8334","120.982","-3.0e+00","1ES 0033+595                ","bll","                              ","",   0,"0035.9+5949",0.008,"AGN",0.001,"AGN",0.002,"AGN", 18604.877,   1.236,0.0006908361,"AGN",0.195149779,"AGN","AGN",9.943941e-01,5.605942e-03,"AGN",9.998748e-01,1.252052e-04
"119","0036.9+1832","                  ",  8.807,"4.38e-13","5.15e-13","4.94e-13","  9.234"," 18.5424","118.135","-4.4e+01","CRATES J003659.39+183203.7  ","bcu","                              ","",   0,"",0.000,"AGN",0.001,"AGN",0.008,"AGN",  3746.638,  -0.194,0.0009121869,"AGN",0.135874927,"AGN","AGN",1.000000e+00,2.273289e-08,"AGN",1.000000e+00,1.002302e-10
"120","0037.2-2653","                  ",  4.288,"1.31e-13","1.41e-13","1.40e-13","  9.314","-26.8927"," 36.390","-8.7e+01","                            ","","                              ","",   0,"",0.004,"AGN",0.004,"AGN",0.004,"AGN",  2180.868,   2.006,0.0012764400,"AGN",0.629989088,"PSR","AGN",9.998608e-01,1.391676e-04,"AGN",9.999765e-01,2.348551e-05
"121","0037.6+3653","                  ",  5.090,"7.77e-14","8.16e-14","8.26e-14","  9.405"," 36.8964","119.861","-2.6e+01","NVSS J003751+365844         ","fsrq","                              ","",   0,"",0.001,"AGN",0.001,"AGN",0.006,"AGN",  3785.606,  -0.048,0.0010353823,"AGN",0.927023232,"PSR","AGN",9.999851e-01,1.494774e-05,"AGN",9.999931e-01,6.865936e-06
"122","0037.8+1239","3FGL J0037.9+1239 ", 18.106,"4.02e-13","3.98e-13","4.06e-13","  9.469"," 12.6527","117.773","-5.0e+01","NVSS J003750+123818         ","bll","                              ","",   0,"0037.9+1239",0.001,"AGN",0.000,"AGN",0.000,"AGN",  5127.225,  -0.753,0.0004899003,"AGN",0.010538703,"AGN","AGN",1.000000e+00,4.182080e-08,"AGN",1.000000e+00,4.081884e-08
